log_no,url,title,published,status,error,body_hash,notes
223313935798,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223313935798&categoryNo=1123,Project Manager - 프로젝트 매니저의 정의 및 역할,2024. 1. 6. 2:21,full-text,,c67eee8c1c3673bff52023fb49fdfb651c81b7b14126442cb1aff22186dde6cc,1
223424066919,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223424066919&categoryNo=1123,[PRJ-50] 2024.03 ~ 2025.03 - 삼성전자 CS SDK Java ('24년),2024. 4. 23. 3:05,full-text,,159c2123ea3381d914995aaa58fd30e8f0863285a0592e41cffd2aa639441902,1
223475338337,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223475338337&categoryNo=1123,빅데이터 분석기사 - 2024년 6월 22일 실기시험 준비,2024. 6. 11. 1:56,full-text,,fc61b3e4ac688d319a2e9dd5abf450a356ddbdd7a11c539f8e625f431b0b6adf,1
223537608264,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223537608264&categoryNo=1123,"프로젝트 1기 - 연구소, 닷컴기업, 벤처기업",2024. 8. 5. 21:42,full-text,,c53a7080c2543040fc819faa88924ab496dccdd2b6d3ef15c8e9eec8c540c87e,1
223537609418,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223537609418&categoryNo=1123,"프로젝트 2기 - 일본 도쿄 근무, 퓨쳐비앤씨",2024. 8. 5. 22:50,full-text,,4d4f35b0d125983f1250eb0bd209805ec9b743b6e10f455fd57470e80bd737eb,1
223537625804,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223537625804&categoryNo=1123,"프로젝트 3기 - 삼성전자, 삼성SDS, 삼성SDI",2024. 8. 5. 23:50,full-text,,d23cc275e04168fab6dc0313327f76798a02c6ba68043b8689fc641f878d554f,1
223537627895,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223537627895&categoryNo=1123,"프로젝트 4기 - Smart TV, ISMS, DS PLM",2024. 8. 6. 1:00,full-text,,92565abe6f984cefc3a8f3fe1582d6c88c42f3f3a87beefc513df51037316839,1
223537630114,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223537630114&categoryNo=1123,"프로젝트 5기 - 내담씨앤씨, ICT 사업부",2024. 8. 6. 2:00,full-text,,92b4637e8edb22783ac273e60432a41b0ffa270489337a756b2e4234e80fb256,1
223626672585,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223626672585&categoryNo=1123,UML - 사물(Thing)과 관계(Relationship)를 표현,2024. 10. 20. 23:00,full-text,,baf836ff12d00d89399c82f85512a31c6a39baf84595d9a5add2bb25ae8c0d16,1
223628144646,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223628144646&categoryNo=1123,Para - 클라우드를 위한 범용 백엔드 프레임워크,2024. 10. 21. 23:44,full-text,,717204010598add7f3726ede1fb0962b34c299c5fc5495e25b11893b8843fbbb,1
223628184905,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223628184905&categoryNo=1123,Scoold - 지식을 효율적으로 공유하는 플랫폼,2024. 10. 22. 0:24,full-text,,b60bf7c29abe68f22bcf4b3ffd1afd45347bf8b85fdcd9510b19dbdaa0cb5a38,1
223628341418,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223628341418&categoryNo=1123,Scoold + Para - 프론트(Scoold)와 백앤드(Para)로 연동,2024. 10. 22. 5:21,full-text,,36079c6430d8126794ed170562d30b9a57bdbc4ecfc9cef316a76235eea3ebcd,1
223628374054,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223628374054&categoryNo=1123,Scoold + Para - Scoold와 Para를 로컬환경에 구축,2024. 10. 22. 6:24,full-text,,8bda8cfefa3efbbcdaad9752433540e516c9fcc2bb1c62f2694d097a7a42ab4d,1
223629846093,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223629846093&categoryNo=1123,Project Manager - PM과 PO가 어떻게 다른가?,2024. 10. 23. 7:56,full-text,,a4b39bc64dfd779f40e4267023bed5f5af3b9be42397b472fcf2771cbd809cb1,1
223674003811,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223674003811&categoryNo=1123,UML - 유즈케이스 다이어그램(Use Case Diagram),2024. 11. 26. 23:24,full-text,,a07bd0a7671fcfb05c4152164e82830e9c3b7f0de6dcb97cfcbbb3b9ae97ebc6,1
223674134527,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223674134527&categoryNo=1123,UML - 클래스 다이어그램(Class Diagram),2024. 11. 27. 2:58,full-text,,befd026a408044384306dd255d19c343c1446bd3d9cc45ce76004321143ef55d,1
223675226651,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223675226651&categoryNo=1123,UML - 시퀀스 다이어그램(Sequence Diagram),2024. 11. 27. 23:46,full-text,,f7d6af845faaf80434205f67bbf6b07dffbd4fdd6301a3827d5eb61df14d2b02,1
223675320354,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223675320354&categoryNo=1123,UML - 콜래보레이션 다이어그램(Collaboration Diagram),2024. 11. 28. 2:17,full-text,,d04f79769f4cc4592d4430c53f95440cbf133887e9b6c1e648c6b7e6a7df259a,1
223686689456,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686689456&categoryNo=1123,UML - 액티비티 다이어그램(Activity Diagram),2024. 12. 8. 21:14,full-text,,a970547d2c4e6e5f721cefe932b37f5be438ba46d45fdb490232a148a810fc56,1
223686701908,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686701908&categoryNo=1123,UML - 유즈케이스 다이어그램(Use Case Diagram),2024. 12. 8. 23:30,full-text,,4a9f00b71ab1cc94b8dc2470413935fdd75a8d171319ec41df5835d18ac9a302,1
223686712917,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686712917&categoryNo=1123,UML - 클래스 다이어그램(Class Diagram),2024. 12. 9. 1:30,full-text,,79e968057fd9aaf8a2453b9134430d960644bebea9d96f85795f600741f16312,1
223686725145,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686725145&categoryNo=1123,UML - 시퀀스 다이어그램(Sequence Diagram),2024. 12. 9. 3:30,full-text,,77825451b3ee3845d4c2c2970f85f601b3fb7730f74d0bf4c4dc65c135732425,1
223686733244,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686733244&categoryNo=1123,UML - 콤포넌트 다이어그램(Component Diagram),2024. 12. 9. 5:30,full-text,,c82cff9db36e78e2c885acade21349f1ff013088c9608e42acc41ab33af0f346,1
223686737601,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223686737601&categoryNo=1123,UML - 배포 다이어그램(Deployment Diagram),2024. 12. 9. 7:30,full-text,,f88608ed80346e05fb3e25258bbb18f82da1a91426d97adf5180da96206b70c4,1
223761820804,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223761820804&categoryNo=1123,Project Manager - 프로젝트 기획부터 운영까지 진행 단계,2025. 2. 15. 21:02,full-text,,fac4d028940960563d6e7e529abce1b8753ee8a2368c7e3328cf64e084a14c80,1
223761942631,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223761942631&categoryNo=1123,프로젝트 계획- 체계적인 프로젝트 계획 수립 방법,2025. 2. 15. 23:33,full-text,,186c6f65c116bbb11c72e84d22aa1e7d24cc4a5c96b4adcb953232b51d5ae571,1
223829256610,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223829256610&categoryNo=1123,"표준 RFP 단계 - 성공적인 제안의 시작, RFP 절차 마스터하기",2025. 4. 11. 4:48,full-text,,dad5da5660f1119c3e24513b0ef9ba9f19962615e2091aae24fd1ce51af6db37,1
223840915437,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223840915437&categoryNo=1123,"AICE Associate - 시험 개요부터 교재 추천, 학습 전략까지",2025. 4. 21. 2:22,full-text,,e6259863c4f639a1bc3719c72c98779317222a1740913315fe22794aaaa88694,1
223844374605,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223844374605&categoryNo=1123,"2024년 적용 - 소프트웨어 기술자 평균임금, IT 직무별",2025. 4. 23. 23:52,full-text,,dc2b885a55c7755c5577698d15c80bc1b79eac6c087485a3de0bec91c9b974cd,1
223844407031,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223844407031&categoryNo=1123,"2025년 적용 - 소프트웨어 기술자 평균임금, IT 직무별",2025. 4. 24. 1:40,full-text,,880294aa18605aaa2b2d2b03fe852c3271a30c280c5dabc05346f72298652e7a,1
223849522774,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223849522774&categoryNo=1123,"빅데이터 분석기사 - 실기시험 준비, 2개월 학습 로드맵",2025. 4. 29. 8:50,full-text,,3df086fbb8017f000769370585e956847a2d2d77f55cc584385193536fda29ed,1
223856684536,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223856684536&categoryNo=1123,자바 웹 프로그래머 - 자바 웹 기술 리더로 성장하기 위한 방법,2025. 5. 6. 12:35,full-text,,e387392975369ae1952f20dd9592440a8b30e5331ea23e9ea534476f00f50e2e,1
223909260756,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223909260756&categoryNo=1123,빅데이터 분석기사 - 2025년 6월 21일 실기시험 후기,2025. 6. 23. 23:11,full-text,,d7e570f24c97e7e28d23a7130940f71702e37ccfb3b666fc7d7a7775f260cc67,1
223910502791,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223910502791&categoryNo=1123,"데이터 분석 자격증 - 국가 기술, 국가 공인, 국제 민간자격",2025. 6. 24. 22:48,full-text,,d7f5ac0762b6e0e0fc603895cbf14793621cd480b63edc3f884c7da7eb93e635,1
223923013902,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223923013902&categoryNo=1123,"빅데이터 분석기사 - 사전점수 공개, 실기 75점 합격",2025. 7. 5. 19:23,full-text,,1a28f44a355293e87ae9593b857b65fa54519ba5c37becd9e9b6046f23da348c,1
223945822526,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=223945822526&categoryNo=1123,리더의 소통법 - 일을 맡기기 전에 확인해야 할 것들,2025. 7. 24. 20:38,full-text,,0265091be8c0c698d66f2d9dd9899234eb195f9b4246923e9346805f578c2006,1
224061557906,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224061557906&categoryNo=1123,Lotto 프로그램 - 데이터 분석과 통계 그리고 AI를 활용,2025. 11. 2. 1:12,full-text,,4f3938c3433b122e1285f14dfa6f6a6536ca6ecf17e7fe74d9e2e62f7d7d8f29,1
224062357650,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224062357650&categoryNo=1123,Lotto 프로그램 - 확률과 통계로 경우의 수를 줄여보자,2025. 11. 2. 22:43,full-text,,a72657d55e2a3430e284ad357e40519e70ecdbb0fb1b9e0e0a39b34be4ec9ba8,1
224141128438,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224141128438&categoryNo=1123,Lotto 프로그램 - 역대 당첨번호의 데이터 분포도를 활용,2026. 1. 10. 1:11,full-text,,70573bce22f49d46a2dd4081beae215a02dfcd0d7d7cfc11dac562d495317abb,1
224141890163,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224141890163&categoryNo=1123,"Lotto 프로그램 - 1차 목표 도달, 필터가 되는 번호들",2026. 1. 10. 20:56,full-text,,4a6f1cce38057c8f396b514a6572f56f77a4a6bdd6849524a50637fe90e740ab,1
224158567603,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224158567603&categoryNo=1123,"Lotto 프로그램 - 2차 목표 도달, 645 번호를 생성",2026. 1. 24. 23:00,full-text,,652c6699599c94f302d4d9e01e7ab3edcafede547f07f3b250b2cf812d6a849c,1
224164889693,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224164889693&categoryNo=1123,인터뷰 질문 - 기술보다 자세와 태도를 중요하게 생각,2026. 1. 30. 6:59,full-text,,c0d5d5652b4acce3da1f4c7e1937a2888e62316272adfa500133d2b99c9438b3,1
224349860615,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=224349860615&categoryNo=1123,웹 애플리케이션 - 전통 방식과 현재 구조 비교 정리,2026. 7. 18. 1:23,full-text,,0f170bfc4bd118ea70923d9f726ea04e47d9ba3c5df8ade95da2609734bf6b21,1
